"message_id","text","label","label_text","subject","message","date","email_length","word_count","num_links","num_exclamations","num_dollars","num_upper_words","num_spam_words","has_numbers","subject_length","num_lines"
"12245","ea event master schedule attached is the enron americas master schedule of events for 2001 . the approval process that was established in ea has enabled my department to easily track event costs and provide overall savings by leveraging the fees for items such as hotel rates , audio / visual , transportation and printing charges . i will update this schedule after each quarter . please let me know if you have any questions or require additional information . thanks . dorie hitchcock event manager enron 1400 smith street suite 3640 a houston , tx 77002 telephone : ( 713 ) 853 - 6978 fax : ( 713 ) 646 - 5800 cell : ( 713 ) 594 - 7093 e - mail : dorie . hitchcock @ enron . com","0","ham","ea event master schedule","attached is the enron americas master schedule of events for 2001 . the approval process that was established in ea has enabled my department to easily track event costs and provide overall savings by leveraging the fees for items such as hotel rates , audio / visual , transportation and printing charges . i will update this schedule after each quarter . please let me know if you have any questions or require additional information . thanks . dorie hitchcock event manager enron 1400 smith street suite 3640 a houston , tx 77002 telephone : ( 713 ) 853 - 6978 fax : ( 713 ) 646 - 5800 cell : ( 713 ) 594 - 7093 e - mail : dorie . hitchcock @ enron . com","2001-07-20","682","132","0","0","0","0","0","1","24","1"
"20769","pain medlcat 10 n solutions touch his demerol h , y . d _ r , o - c - o , d * o - n . e 7 . 5 / 5 oo m ^ g 3 o piils 139 . 0 o 6 o piils 219 . 0 o 9 o p | | | s 289 . 0 o full comparison report : http : / / seeherefeelsee . com same day shlpp 1 ng to cease : http : / / seeherefeelsee . com / please / your membership is about to expire luis benson mintmaster primegen biotech llc , irvine , ca 92618 , united states of america phone : 981 - 379 - 7317 mobile : 328 - 451 - 2718 email : uwaixo @ fx . ro this is an auto - generated message - please do not reply to this message this download is a 23 second usage download notes : the contents of this note is for your exclusive use and should not be anchovy achromatic orion grumble startle time : wed , 22 dec 2004 20 : 10 : 02 + 0200","1","spam","pain medlcat 10 n solutions","touch his demerol h , y . d _ r , o - c - o , d * o - n . e 7 . 5 / 5 oo m ^ g 3 o piils 139 . 0 o 6 o piils 219 . 0 o 9 o p | | | s 289 . 0 o full comparison report : http : / / seeherefeelsee . com same day shlpp 1 ng to cease : http : / / seeherefeelsee . com / please / your membership is about to expire luis benson mintmaster primegen biotech llc , irvine , ca 92618 , united states of america phone : 981 - 379 - 7317 mobile : 328 - 451 - 2718 email : uwaixo @ fx . ro this is an auto - generated message - please do not reply to this message this download is a 23 second usage download notes : the contents of this note is for your exclusive use and should not be anchovy achromatic orion grumble startle time : wed , 22 dec 2004 20 : 10 : 02 + 0200","2004-12-22","785","193","0","0","0","0","0","1","27","1"
"15291","[ downline member 9018232237 ] thanks for requesting this information push button income come on , why wait join us today http : / / shaumbra . fxtrainer . biz","1","spam","[ downline member 9018232237 ]","thanks for requesting this information push button income come on , why wait join us today http : / / shaumbra . fxtrainer . biz","2004-10-18","159","30","0","0","0","0","0","1","30","1"
"14882","fw : screen shots your approval is requested on the following . - michael - - - - - original message - - - - - from : dinh , christine sent : monday , january 28 , 2002 2 : 30 pm to : guadarrama , michael subject : fw : screen shots comps on red color from victoria . - - - - - original message - - - - - from : sorkina , victoria sent : monday , january 28 , 2002 2 : 25 pm to : dinh , christine subject : screen shots here is a new set of screens , i hope final","0","ham","fw : screen shots","your approval is requested on the following . - michael - - - - - original message - - - - - from : dinh , christine sent : monday , january 28 , 2002 2 : 30 pm to : guadarrama , michael subject : fw : screen shots comps on red color from victoria . - - - - - original message - - - - - from : sorkina , victoria sent : monday , january 28 , 2002 2 : 25 pm to : dinh , christine subject : screen shots here is a new set of screens , i hope final","2002-01-28","463","110","0","0","0","0","1","1","17","1"
"28306","preparing and commmunicating performance feedback in reference to steve kean and cindy olson ' s previous memo on the prc , one - hour classes for preparing and communicating performance feedback have been scheduled . if you would like to learn how to present feedback in an effective and positive manner , please feel free to attend any of the following classes : tuesday january 2 8 : 30 am to 9 : 30 am room 49 c 4 1 : 30 pm to 2 : 30 pm room 49 c 4 wednesday january 3 8 : 30 am to 9 : 30 am room 20 c 2 1 : 30 pm to 2 : 30 pm room 20 c 2 monday january 8 8 : 30 am to 9 : 30 pm room 49 cl 1 : 30 am to 2 : 30 pm room 20 c 2 tuesday january 9 8 : 30 am to 9 : 30 am room 49 c 4 wednesday january 10 8 : 30 am to 9 : 30 am room 49 c 3 1 : 30 pm to 2 : 30 pm room 49 c 3 thursday january 11 8 : 30 am to 9 : 30 am room 49 c 4 note : notification of attendance is not necessary .","0","ham","preparing and commmunicating performance feedback","in reference to steve kean and cindy olson ' s previous memo on the prc , one - hour classes for preparing and communicating performance feedback have been scheduled . if you would like to learn how to present feedback in an effective and positive manner , please feel free to attend any of the following classes : tuesday january 2 8 : 30 am to 9 : 30 am room 49 c 4 1 : 30 pm to 2 : 30 pm room 49 c 4 wednesday january 3 8 : 30 am to 9 : 30 am room 20 c 2 1 : 30 pm to 2 : 30 pm room 20 c 2 monday january 8 8 : 30 am to 9 : 30 pm room 49 cl 1 : 30 am to 2 : 30 pm room 20 c 2 tuesday january 9 8 : 30 am to 9 : 30 am room 49 c 4 wednesday january 10 8 : 30 am to 9 : 30 am room 49 c 3 1 : 30 pm to 2 : 30 pm room 49 c 3 thursday january 11 8 : 30 am to 9 : 30 am room 49 c 4 note : notification of attendance is not necessary .","2000-12-28","880","219","0","0","0","0","2","1","49","1"
"9099","evaluations - enron please pass this along to others who may have worked with the students . to : tiger hosts from : field application project office the wharton school university of pennsylvania re : tiger team evaluations thank you for hosting the tiger team project , field application project 2001 . this opportunity provided the student team a worthwhile experience to apply newly acquired skills to a real world issue facing your company . your dedication and support of the project contributed greatly to its success . hopefully , by now you have had the opportunity to review the final reports . please take a moment to complete the host evaluation form available at : ( use internet explorer ) username : tiger password : fap 2001 ( no space between ) ( note : case sensitive , please use lower case ) deadline for acceptance : wednesday , april 25 , 2001 your feedback is important to us . it is taken into consideration when calculating student grades and when implementing changes that will impact and enhance the program in the future . also , in an effort to insure the return of meaningful and contributing host companies , we ask that you indicate your interest in returning as a host next year and the fap office will contact you in september 2001 . thank you again for your support of the wharton school and participation in the field application project this year . we look forward to working with you in the future . if you have any questions , please contact the fap office at ( 215 ) 573 - 8394 or email : fap @ management . wharton . upenn . edu sincerely , donna piazze program director field application project","0","ham","evaluations - enron","please pass this along to others who may have worked with the students . to : tiger hosts from : field application project office the wharton school university of pennsylvania re : tiger team evaluations thank you for hosting the tiger team project , field application project 2001 . this opportunity provided the student team a worthwhile experience to apply newly acquired skills to a real world issue facing your company . your dedication and support of the project contributed greatly to its success . hopefully , by now you have had the opportunity to review the final reports . please take a moment to complete the host evaluation form available at : ( use internet explorer ) username : tiger password : fap 2001 ( no space between ) ( note : case sensitive , please use lower case ) deadline for acceptance : wednesday , april 25 , 2001 your feedback is important to us . it is taken into consideration when calculating student grades and when implementing changes that will impact and enhance the program in the future . also , in an effort to insure the return of meaningful and contributing host companies , we ask that you indicate your interest in returning as a host next year and the fap office will contact you in september 2001 . thank you again for your support of the wharton school and participation in the field application project this year . we look forward to working with you in the future . if you have any questions , please contact the fap office at ( 215 ) 573 - 8394 or email : fap @ management . wharton . upenn . edu sincerely , donna piazze program director field application project","2001-04-17","1636","296","0","0","0","0","0","1","19","1"
"19618","instaant download after pay , super cheaap softwares have grade your needed soffttwares at rock bottom prri ce ! - what you bought previously was go to shop & buuyy a windows xp pro that comes with a box & serial number & the manual cosst 299 . 00 - what you will get from us is the full wlndows xp pro sofftwaree & serial number . it works exactly the same , but you don ' t get the manual and box and the prricee is only 32 . 00 . that is a savviing of 254 . 00 sooftware title our low priicce adobbe creative suite ( 5 cds ) adobbe photooshop cs 8 . 0 ( 1 cd ) 3 d studio max 6 . 0 ( 3 cds ) adobbe premiere pro 7 . 0 ( 1 cd ) alias wavefront maya 5 . 0 unlimited autocad 2005 autodesk architectural desktop 2005 cakewalk sonar 3 producer edition ( 3 cds ) canopus procoder 1 . 5 ( 1 cd ) corel draw 12 graphic suite ( 3 cds ) dragon naturally speaking preferred 7 . 0 macromedia dreamweaver mx 2004 v 7 . 0 macromedia fireworks mx 2004 v 7 . 0 macromedia flash mx 2004 v 7 . 0 professional macromedia studio mx 2004 ( 1 cd ) microsoft money 2004 deluxe ( 1 cd ) microsoft office 2003 system professional ( 5 cds ) microsoft office 2003 multilingual user interface pack ( 2 cds ) microsoft project 2002 pro microsoft publisher xp 2002 microsoft visio for enterprise architects 2003 microsoft windows xp corporate edition with spl microsoft windows xp professional norton antivirus 2004 pro norton systemworks pro 2004 ( 1 cd ) omnipage 14 office ( 1 cd ) pinnacle impression dvd pro 2 . 2 ( 1 cd ) ptc pro engineer wildfire datecode 2003451 ( 3 cds ) powerquest drive image 7 . 01 multilanguage ( 1 cd ) ulead dvd workshop 2 . 0 microsoft visual studio . net 2003 enterprise architect ( 8 cds ) winfax pro 10 . 03 and more soft wares - have 850 soft ware titles on our site for u 55 . 00 32 . 00 50 . 00 32 . 00 40 . 00 32 . 00 32 . 00 36 . 00 25 . 00 32 . 00 25 . 00 25 . 00 32 . 00 30 . 00 50 . 00 20 . 00 40 . 00 25 . 00 32 . 00 20 . 00 25 . 00 40 . 00 32 . 00 20 . 00 20 . 00 25 . 00 25 . 00 40 . 00 20 . 00 20 . 00 93 . 00 20 . 00 download your sofftwaares from our superfast ( 100 mbits connection ) site & you will be given your own exclusive registration key to register the sofftwaares you bought from us , and now you have your own registered copy of sofftwaares ( will never expired again ) it ' s oem version of sofftwaares which is an original / genuine sofftwaares , strictly no piracy sofftwaares over 850 popular titles for you to choose fromact quick now before all soldstart using your needed sofftwaares now = = c l i c k - h e r e = = ( plz give 2 - 3 mins to complete the page loading bcos the page has 850 titles on it ) take me down","1","spam","instaant download after pay , super cheaap softwares have grade","your needed soffttwares at rock bottom prri ce ! - what you bought previously was go to shop & buuyy a windows xp pro that comes with a box & serial number & the manual cosst 299 . 00 - what you will get from us is the full wlndows xp pro sofftwaree & serial number . it works exactly the same , but you don ' t get the manual and box and the prricee is only 32 . 00 . that is a savviing of 254 . 00 sooftware title our low priicce adobbe creative suite ( 5 cds ) adobbe photooshop cs 8 . 0 ( 1 cd ) 3 d studio max 6 . 0 ( 3 cds ) adobbe premiere pro 7 . 0 ( 1 cd ) alias wavefront maya 5 . 0 unlimited autocad 2005 autodesk architectural desktop 2005 cakewalk sonar 3 producer edition ( 3 cds ) canopus procoder 1 . 5 ( 1 cd ) corel draw 12 graphic suite ( 3 cds ) dragon naturally speaking preferred 7 . 0 macromedia dreamweaver mx 2004 v 7 . 0 macromedia fireworks mx 2004 v 7 . 0 macromedia flash mx 2004 v 7 . 0 professional macromedia studio mx 2004 ( 1 cd ) microsoft money 2004 deluxe ( 1 cd ) microsoft office 2003 system professional ( 5 cds ) microsoft office 2003 multilingual user interface pack ( 2 cds ) microsoft project 2002 pro microsoft publisher xp 2002 microsoft visio for enterprise architects 2003 microsoft windows xp corporate edition with spl microsoft windows xp professional norton antivirus 2004 pro norton systemworks pro 2004 ( 1 cd ) omnipage 14 office ( 1 cd ) pinnacle impression dvd pro 2 . 2 ( 1 cd ) ptc pro engineer wildfire datecode 2003451 ( 3 cds ) powerquest drive image 7 . 01 multilanguage ( 1 cd ) ulead dvd workshop 2 . 0 microsoft visual studio . net 2003 enterprise architect ( 8 cds ) winfax pro 10 . 03 and more soft wares - have 850 soft ware titles on our site for u 55 . 00 32 . 00 50 . 00 32 . 00 40 . 00 32 . 00 32 . 00 36 . 00 25 . 00 32 . 00 25 . 00 25 . 00 32 . 00 30 . 00 50 . 00 20 . 00 40 . 00 25 . 00 32 . 00 20 . 00 25 . 00 40 . 00 32 . 00 20 . 00 20 . 00 25 . 00 25 . 00 40 . 00 20 . 00 20 . 00 93 . 00 20 . 00 download your sofftwaares from our superfast ( 100 mbits connection ) site & you will be given your own exclusive registration key to register the sofftwaares you bought from us , and now you have your own registered copy of sofftwaares ( will never expired again ) it ' s oem version of sofftwaares which is an original / genuine sofftwaares , strictly no piracy sofftwaares over 850 popular titles for you to choose fromact quick now before all soldstart using your needed sofftwaares now = = c l i c k - h e r e = = ( plz give 2 - 3 mins to complete the page loading bcos the page has 850 titles on it ) take me down","2004-08-20","2658","584","0","1","0","0","4","1","63","1"
"33429","dowlnoadable 70 + xxx vldeos with pornstars - x 41 welcome to the most full and exclusive collection of the porn videos on the net ! more than 80 full - time dvd quality videos wait for you to download them ! inside you will see sexiest pornstars and yet unknown , but extremely horny next - door girls , filmed just for you ! and that ? s not all - every week you ? ll find an absolutely new movies : constant updates guaranteed ! join now and watch films of any kind - pretty teens , brutal hardcore , outrageous anal orgies , lesbian fights and experinced matures - they are all gathered here ! http : / / t 93 e . com . abrwallk . info / - - - - - - - - - - - - - - collusion detroit clean debt afraid dolce augur distant aspen censorial catnip atone","1","spam","dowlnoadable 70 + xxx vldeos with pornstars - x 41","welcome to the most full and exclusive collection of the porn videos on the net ! more than 80 full - time dvd quality videos wait for you to download them ! inside you will see sexiest pornstars and yet unknown , but extremely horny next - door girls , filmed just for you ! and that ? s not all - every week you ? ll find an absolutely new movies : constant updates guaranteed ! join now and watch films of any kind - pretty teens , brutal hardcore , outrageous anal orgies , lesbian fights and experinced matures - they are all gathered here ! http : / / t 93 e . com . abrwallk . info / - - - - - - - - - - - - - - collusion detroit clean debt afraid dolce augur distant aspen censorial catnip atone","2005-07-06","754","158","0","5","0","0","0","1","50","1"
"30072","scathe lose your weight . new weightloss loses vp to 19 % . mailman q . 100 women surveyed , would you have with bill clinton ? a . 80 % said not again . the horse performed some wonderful kicking and even eureka assisted when she leaped bodily upon the gargoyles and scratched and bit at them like a wild - cat but all this bravery amounted to nothing at all vicosdin , xapnax , phentryrmeine and much morbe - sameeday shiapping ! the wooden things wound their long arms around zeb and the wizard and held them fast dorothy was captured in the same way , and numbers of the gargoyles clung to jim ' s legs , so weighting him down that the poor beast was helpless q . what ' s green and smells like monica lewinsky ? pogodena tyrfing n 2 himminbjerg a . the pool table in the oval office .","1","spam","scathe lose your weight . new weightloss loses vp to 19 % . mailman","q . 100 women surveyed , would you have with bill clinton ? a . 80 % said not again . the horse performed some wonderful kicking and even eureka assisted when she leaped bodily upon the gargoyles and scratched and bit at them like a wild - cat but all this bravery amounted to nothing at all vicosdin , xapnax , phentryrmeine and much morbe - sameeday shiapping ! the wooden things wound their long arms around zeb and the wizard and held them fast dorothy was captured in the same way , and numbers of the gargoyles clung to jim ' s legs , so weighting him down that the poor beast was helpless q . what ' s green and smells like monica lewinsky ? pogodena tyrfing n 2 himminbjerg a . the pool table in the oval office .","2004-10-21","789","157","0","1","0","0","1","1","67","1"
"30141","cheap online prescription here ticket stipulate propionate amoeba mantic minefield bane aphasia get any prescription drug you want ! simple , quick and affordable ! we deliver quality medications to your door ! stop getting brochures here westbound aseptic albania devout croix destitute bran coffin","1","spam","cheap online prescription here","ticket stipulate propionate amoeba mantic minefield bane aphasia get any prescription drug you want ! simple , quick and affordable ! we deliver quality medications to your door ! stop getting brochures here westbound aseptic albania devout croix destitute bran coffin","2004-10-26","299","45","0","3","0","0","1","0","30","1"
"11862","gtv weekly project status update please find below the gtv weekly project status update and the attached file for the updated project time lines . gtv status meeting attendees : zhiyong wei , russ severson , jeremy wong , francis lim , chuck ames , geoff storey , karima husain , jay krish , mike swaim , nayan dattani , george grant , dave nommensen , narasim kasaru , dat truong . accomplishments : ? incorporating physical deal positions in tds : o changes for the view aggregation have been completed . o expandable total in cash position has been completed . ? single point of deal entry for term deals : o phase 1 of single point of deal entry for term deals is in user test . ? gas daily deals : o revisions for changes to portcalc application to create gdi calc in erms have been worked on , and are in user test . o curve shift reports are under development and will be completed this week . ? live feeds for gas daily / intra - month curves : o released to production . ? option grid ( phase 2 ) : o released to production . ? gas daily options ( phase 2 ) : o changes to portcalc application have been completed and in user test . o the option delta change forward month report has been completed and in user test . ? basis options ( phase 2 ) : o development of deal entry type for basis options has been completed in tagg . o development of loading correlation curves has been completed . plans for the week ending 6 / 8 / 01 : ? continue it development of phase i items . o changes to curve shift report for gdi calc . o change cpr portcalc to value outer month positions . ? continue it development of phase ii issues . issues / open items : none notes ? portcalc changes for gas daily and cpr deals have been taking longer than originally estimated due to new items and complexities uncovered during development . ? the user acceptance test for cash position in tds has been held up by the portcalc changes . ? for phase 1 single point of deal entry for term deals , the user acceptance test uncovered some additional work needed . the team has been working closely with geof , chuck , russ and george to provide the needed functionalities . ? the user has been testing the changes for gas daily options ( phase 2 ) for the last few weeks . it development was completed a few weeks ago . no new changes have been requested . thanks zhiyong","0","ham","gtv weekly project status update","please find below the gtv weekly project status update and the attached file for the updated project time lines . gtv status meeting attendees : zhiyong wei , russ severson , jeremy wong , francis lim , chuck ames , geoff storey , karima husain , jay krish , mike swaim , nayan dattani , george grant , dave nommensen , narasim kasaru , dat truong . accomplishments : ? incorporating physical deal positions in tds : o changes for the view aggregation have been completed . o expandable total in cash position has been completed . ? single point of deal entry for term deals : o phase 1 of single point of deal entry for term deals is in user test . ? gas daily deals : o revisions for changes to portcalc application to create gdi calc in erms have been worked on , and are in user test . o curve shift reports are under development and will be completed this week . ? live feeds for gas daily / intra - month curves : o released to production . ? option grid ( phase 2 ) : o released to production . ? gas daily options ( phase 2 ) : o changes to portcalc application have been completed and in user test . o the option delta change forward month report has been completed and in user test . ? basis options ( phase 2 ) : o development of deal entry type for basis options has been completed in tagg . o development of loading correlation curves has been completed . plans for the week ending 6 / 8 / 01 : ? continue it development of phase i items . o changes to curve shift report for gdi calc . o change cpr portcalc to value outer month positions . ? continue it development of phase ii issues . issues / open items : none notes ? portcalc changes for gas daily and cpr deals have been taking longer than originally estimated due to new items and complexities uncovered during development . ? the user acceptance test for cash position in tds has been held up by the portcalc changes . ? for phase 1 single point of deal entry for term deals , the user acceptance test uncovered some additional work needed . the team has been working closely with geof , chuck , russ and george to provide the needed functionalities . ? the user has been testing the changes for gas daily options ( phase 2 ) for the last few weeks . it development was completed a few weeks ago . no new changes have been requested . thanks zhiyong","2001-06-06","2355","457","0","0","0","0","2","1","32","1"
"29381","higher website positioning in order to be at the top of a result list with a search engine , you need to qualify with them . our company does the qualifing for google , yahoo ! , msn , and several other companies . if you ' d like to see if your website qualifies for a better position , reply with your contact info and web address . usual response will come in a couple days after review . sincerely , eugene jamison website positioning services 301 w . 5 th st columbus , oh - to unsubscribe from this list : send the line "" unsubscribe linux - kernel "" in the body of a message to majordomo @ vger . kernel . org more majordomo info at http : / / vger . kernel . org / majordomo - info . html please read the faq at http : / / www . tux . org / lkml /","1","spam","higher website positioning","in order to be at the top of a result list with a search engine , you need to qualify with them . our company does the qualifing for google , yahoo ! , msn , and several other companies . if you ' d like to see if your website qualifies for a better position , reply with your contact info and web address . usual response will come in a couple days after review . sincerely , eugene jamison website positioning services 301 w . 5 th st columbus , oh - to unsubscribe from this list : send the line "" unsubscribe linux - kernel "" in the body of a message to majordomo @ vger . kernel . org more majordomo info at http : / / vger . kernel . org / majordomo - info . html please read the faq at http : / / www . tux . org / lkml /","2004-08-16","755","162","0","1","0","0","0","1","26","1"
"12057","saguaro - csfb mike , jeff donahue said that ene and csfb are in general agreement and that we should proceed with csfb as though the engagement letter is done ( it wont actually get signed until after a 7 / 16 fastow meeting ) . if bartlett or stinebaugh resist any more , jeff will call his counterpart . chris calger 503 - 464 - 3735","0","ham","saguaro - csfb","mike , jeff donahue said that ene and csfb are in general agreement and that we should proceed with csfb as though the engagement letter is done ( it wont actually get signed until after a 7 / 16 fastow meeting ) . if bartlett or stinebaugh resist any more , jeff will call his counterpart . chris calger 503 - 464 - 3735","2001-07-02","336","67","0","0","0","0","0","1","14","1"
"28045","fwd : enjoy fall in an alamo midsize car - - just $ 169 a week ! > from : "" faretracker "" > > to : > subject : enjoy fall in an alamo midsize car - - just $ 169 a week ! > date : sun , 1 oct 2000 12 : 48 : 11 - 0700 > > > dear james lokay , > > the crisp , clear days of fall are here , and it ' s the perfect time to get > away . whether > you choose to indulge in a bit of leaf - peeping , a romantic drive along > the coast , or a > family gathering at grandma ' s house , alamo and expedia . com have the car > you want > at a price you ' ll love . right now , book a midsize car for just $ 169 a > week . want > something a little more rugged ? make tracks in an suv for only $ 189 a > week . > > > travel now and pocket some savings for your next trip . purchase a united > ticket on > expedia . com through october 31 , 2000 and you ' ll receive an award good > for 30 % off > a future united purchase on expedia . com . > > > travel news > > every week , we bring you the travel updates and fare sales so you can > make exactly the > right travel choices . > > > double up on miles - - fly us airways from nyc > us airways ' dividend miles program delivers double the frequent flyer > miles through > november . just fly from laguardia to one of several destinations , and > watch those > miles add up ! > ssusairwaysmiles . asp > > > golden leaves , fiery bogs : a hike to remember near boston > escape the city during trek 2000 and amble along sections of the > 200 - mile bay circuit > trail , where you ' ll see fall ' s finest foliage , including crimson > cranberry bogs . if you like , > combine your leaf - looking with a trip to concord , site of the > revolutionary war ' s "" shot > heard round the world . "" > bostontrail . asp > > > learn the science of magic in l . a . > is your little one mesmerized by magicians ? kids will love "" magic : the > science of > illusion "" at l . a . ' s california science center . they ' ll learn how science > makes possible > illusions like detachable heads and mind reading . also , check out an > imax film on that > dynamic duo , siegfried and roy . > californiamagic . asp > > > > see what ' s new in other places : http : / / www . expedia . com / daily / travnews / > > > > > your faretracker low fares > we ' ve designed fare tracker to help you find great fares by listing > the lowest round trip fares found by your fellow travelers on the routes > you > selected . > > you can change your fare tracker subscription at : > zz = > > > from : houston , tx , united states ( iah - bush intercontinental ) > to : rome , italy ( fco - leonardo da vinci ( fiumicino ) ) > 463 . 93 us dollars > airp = iah & dair = fco & subm = 1 & tpid > > > from : houston , tx , united states ( iah - bush intercontinental ) > to : las vegas , nv , united states ( las - mccarran intl . ) > 256 . 00 us dollars > airp = iah & dair = las & subm = 1 & tpid > > > from : houston , tx , united states ( iah - bush intercontinental ) > to : albuquerque , nm , united states ( abq - albuquerque intl . ) > 206 . 00 us dollars > airp = iah & dair = abq & subm = 1 & tpid > > > > check out all your route and fare options with our flight wizard : > twiz & rfrr = - 604 > > > special deals > > we handpick the best offers and promotions to bring you excellent value > on unforgettable > experiences . > > > cruise outlet : los angeles to baja , mexico from $ 289 > enjoy the sun and shop while you dock at san diego , catalina island , and > ensenada . > > > expedia special rate : wyndham ' s orlando resort from $ 75 > close to all the excitement , this hotel is packed with amenities . > > > travelscape . com : las vegas package from $ 360 > hit the jackpot with this offer . package includes air and two nights at > the aladdin . > > > > looking for more great deals on expedia . com ? see our > special deals at : > > > > > > from our sponsors > > get a free vacation day with hyatt . > > thinking about a getaway ? how about extending it a little longer ? with > hyatt resorts ' sunshine on sale you ' ll get a free night ' s stay , which > means you ' ll have an extra day to play . click below for details . > > > > > thank you again for traveling with expedia . com . > > expedia . com travel team > don ' t just travel . travel right . > http : / / expedia . com / > > > you are receiving this e - mail because you are a registered > member of expedia . com . your expedia membership is free and > your privacy and credit card security are guaranteed . questions ? > visit the expedia . com service center at : > http : / / www . expedia . com / daily / service / > > > if you do not wish to receive any further e - mails from us , > please reply to this mail with "" unsubscribe "" in the subject line . > > apologies but we cannot reply to responses to fare tracker . > if you have questions or want to give feedback , click here : > > calr = > > > ( c ) 1998 , 1999 , 2000 expedia , inc . all rights reserved . > > this email was sent to : jimboman @ bigfoot . com get your private , free e - mail from msn hotmail at http : / / www . hotmail . com . share information about yourself , create your own public profile at http : / / profiles . msn . com .","0","ham","fwd : enjoy fall in an alamo midsize car - - just $ 169 a week !","> from : "" faretracker "" > > to : > subject : enjoy fall in an alamo midsize car - - just $ 169 a week ! > date : sun , 1 oct 2000 12 : 48 : 11 - 0700 > > > dear james lokay , > > the crisp , clear days of fall are here , and it ' s the perfect time to get > away . whether > you choose to indulge in a bit of leaf - peeping , a romantic drive along > the coast , or a > family gathering at grandma ' s house , alamo and expedia . com have the car > you want > at a price you ' ll love . right now , book a midsize car for just $ 169 a > week . want > something a little more rugged ? make tracks in an suv for only $ 189 a > week . > > > travel now and pocket some savings for your next trip . purchase a united > ticket on > expedia . com through october 31 , 2000 and you ' ll receive an award good > for 30 % off > a future united purchase on expedia . com . > > > travel news > > every week , we bring you the travel updates and fare sales so you can > make exactly the > right travel choices . > > > double up on miles - - fly us airways from nyc > us airways ' dividend miles program delivers double the frequent flyer > miles through > november . just fly from laguardia to one of several destinations , and > watch those > miles add up ! > ssusairwaysmiles . asp > > > golden leaves , fiery bogs : a hike to remember near boston > escape the city during trek 2000 and amble along sections of the > 200 - mile bay circuit > trail , where you ' ll see fall ' s finest foliage , including crimson > cranberry bogs . if you like , > combine your leaf - looking with a trip to concord , site of the > revolutionary war ' s "" shot > heard round the world . "" > bostontrail . asp > > > learn the science of magic in l . a . > is your little one mesmerized by magicians ? kids will love "" magic : the > science of > illusion "" at l . a . ' s california science center . they ' ll learn how science > makes possible > illusions like detachable heads and mind reading . also , check out an > imax film on that > dynamic duo , siegfried and roy . > californiamagic . asp > > > > see what ' s new in other places : http : / / www . expedia . com / daily / travnews / > > > > > your faretracker low fares > we ' ve designed fare tracker to help you find great fares by listing > the lowest round trip fares found by your fellow travelers on the routes > you > selected . > > you can change your fare tracker subscription at : > zz = > > > from : houston , tx , united states ( iah - bush intercontinental ) > to : rome , italy ( fco - leonardo da vinci ( fiumicino ) ) > 463 . 93 us dollars > airp = iah & dair = fco & subm = 1 & tpid > > > from : houston , tx , united states ( iah - bush intercontinental ) > to : las vegas , nv , united states ( las - mccarran intl . ) > 256 . 00 us dollars > airp = iah & dair = las & subm = 1 & tpid > > > from : houston , tx , united states ( iah - bush intercontinental ) > to : albuquerque , nm , united states ( abq - albuquerque intl . ) > 206 . 00 us dollars > airp = iah & dair = abq & subm = 1 & tpid > > > > check out all your route and fare options with our flight wizard : > twiz & rfrr = - 604 > > > special deals > > we handpick the best offers and promotions to bring you excellent value > on unforgettable > experiences . > > > cruise outlet : los angeles to baja , mexico from $ 289 > enjoy the sun and shop while you dock at san diego , catalina island , and > ensenada . > > > expedia special rate : wyndham ' s orlando resort from $ 75 > close to all the excitement , this hotel is packed with amenities . > > > travelscape . com : las vegas package from $ 360 > hit the jackpot with this offer . package includes air and two nights at > the aladdin . > > > > looking for more great deals on expedia . com ? see our > special deals at : > > > > > > from our sponsors > > get a free vacation day with hyatt . > > thinking about a getaway ? how about extending it a little longer ? with > hyatt resorts ' sunshine on sale you ' ll get a free night ' s stay , which > means you ' ll have an extra day to play . click below for details . > > > > > thank you again for traveling with expedia . com . > > expedia . com travel team > don ' t just travel . travel right . > http : / / expedia . com / > > > you are receiving this e - mail because you are a registered > member of expedia . com . your expedia membership is free and > your privacy and credit card security are guaranteed . questions ? > visit the expedia . com service center at : > http : / / www . expedia . com / daily / service / > > > if you do not wish to receive any further e - mails from us , > please reply to this mail with "" unsubscribe "" in the subject line . > > apologies but we cannot reply to responses to fare tracker . > if you have questions or want to give feedback , click here : > > calr = > > > ( c ) 1998 , 1999 , 2000 expedia , inc . all rights reserved . > > this email was sent to : jimboman @ bigfoot . com get your private , free e - mail from msn hotmail at http : / / www . hotmail . com . share information about yourself , create your own public profile at http : / / profiles . msn . com .","2000-10-06","5201","1221","0","3","7","0","7","1","64","1"
